status,FinalName,NewTARGETLISTname,PreviousTARGETLISTname,NEDname,Obslog name,Alternative names
new,SDSSJ151507.40+065708.0,SDSSJ151507.40+065708.0,SDSSJ151507.40+065708.0,SDSSJ151507.40+065708.0,SDSS-J151507.43+,['SDSSJ151507.43+065708.3']
new,SDSSJ152139.66+033729.2,SDSSJ152139.66+033729.2,SDSSJ152139.66+033729.2,SDSSJ152139.66+033729.2,SDSSJ152139.66+0,[]
OK,SDSSJ154121.50+281706.0,SDSSJ154121.50+281706.0,SDSSJ154121.50+281706.0,SDSSJ154121.50+281706.0,2MASS-J15412146+,['SDSSJ154121.48+281706.3']
new,SDSSJ154427.20+274324.0,SDSSJ154427.20+274324.0,SDSSJ154427.20+274324.0,2MASXJ15442722+2743237,2MASX-J15442722+,['SDSSJ154427.26+274324.1']
new,SDSSJ154553.50+093620.0,SDSSJ154553.50+093620.0,SDSSJ154553.50+093620.0,SDSSJ154553.50+093620.0,SDSSJ154553.48+0,['SDSSJ154553.48+093620.5']
new,SDSSJ155504.40+362847.0,SDSSJ155504.40+362847.0,SDSSJ155504.40+362847.0,SDSSJ155504.40+362847.0,SDSSJ155504.39+3,['SDSSJ155504.39+362847.9']
new,SDSSJ161711.40+063833.0,SDSSJ161711.40+063833.0,SDSSJ161711.40+063833.0,SDSSJ161711.40+063833.0,SDSSJ161711.42+0,['SDSSJ161711.42+063833.4']
new,SDSSJ161723.70+085415.0,SDSSJ161723.70+085415.0,SDSSJ161723.70+085415.0,SDSSJ161723.70+085415.0,J161723.67+08541,['SDSSJ161723.67+085414.7']
new,SDSSJ161916.50+334238.0,SDSSJ161916.50+334238.0,SDSSJ161916.50+334238.0,SDSSJ161916.50+334238.0,SDSSJ161916.54+3,['SDSSJ1619+3342']
new,SDSSJ164251.06+392408.9,SDSSJ164251.06+392408.9,SDSSJ164251.06+392408.9,SDSSJ164251.06+392408.9,Q1641+395,['SDSSJ164251.06+392408.8']
OK,SDSSJ172823.40+573243.0,SDSSJ172823.40+573243.0,SDSSJ172823.40+573243.0,SDSSJ172823.40+573243.0,SDSSJ172823.40+5,['SDSSJ172823.37+573242.8']
OK,SDSSJ225738.20+134045.0,SDSSJ225738.20+134045.0,SDSSJ225738.20+134045.0,SDSSJ225738.20+134045.0,SDSSJ225738.20+1,['SDSSJ225738.20+134045.4']
OK,SDSSJ234500.43-005936.0,SDSSJ234500.43-005936.0,SDSSJ234500.43-005936.0,PB05524,SDSSJ234500.43-0,"['PB5524', 'SDSSJ234500.43-005935.9']"
OK,TOL1247-232,TOL1247-232,TOL1247-232,TOL1247-232,"TOL-1247-232,TOLOLO-1247-232-","['EC12476-2317', 'IRAS12476-2317', 'IRAS_F12476-2317']"
OK,TON_S210,TON_S210,TON_S210,TONS210,TONS210,"['1H0122-281B', 'HE0119-2836', 'RBS184']"
OK,TON1009,TON1009,TON1009,TON1009,QSO-B0906+3248,"['CSO6', 'SDSSJ090906.17+323630.2']"
OK,TON1187,TON1187,TON1187,TON1187,"CSO251,TON1187","['CSO251', 'KUV10101+3606', 'RBS836', 'RX_J1013.0+3551', 'SDSSJ101303.17+355123.7']"
new,TON133,TON133,CSO174,TON0133,TON0133,"['CSO174', 'KUV12486+3042', 'RX_J1251.0+3025', 'SDSSJ125100.31+302541.8']"
OK,TON151,TON151,TON151,TON151,KISSR242,"['CG996', 'IRAS_F13136+2938', 'KISSR242', 'PB3449', 'SDSSJ131603.91+292254.0', 'US483']"
OK,TON236,TON236,TON236,TON236,TON236,"['RBS1502', 'RX_J1528.7+2825', 'SDSSJ152840.60+282529.8']"
OK,TON488,TON488,TON488,TON488,"FBQSJ1010+3003,SDSSJ101000.69+3","['CSO35', 'RX_J1010.0+3003', 'SDSSJ101000.68+300321.5']"
new,TON52,TON52,TON52,TON52,SDSSJ110406.94+3,"['CSO68', 'SDSSJ110406.94+314111.4']"
OK,TON576,TON576,RXS_J1117.9+2634,TON0576,SDSSJ111754.31+2,"['PB2483', 'RX_J1117.9+2634', 'SDSSJ111754.31+263416.6']"
OK,TON580,TON580,TON580,TON580,TON580,"['CSO98', 'PB2843', 'RBS992', 'RX_J1131.1+3114', 'SDSSJ113109.48+311405.4', 'US2538']"
new,TON694,TON694,CSO799,TON0694,TON0694,"['CSO799', 'KUV13008+2827', 'PB3259', 'SDSSJ130313.02+281107.7', 'US189']"
OK,UGC12163,UGC12163,UGC12163,UGC12163,"AKN-564,AKN564","['1H2239+294', 'CGCG2240.3+2928', 'CGCG495-018', 'IRAS22403+2927', 'IRAS_F22402+2927', 'MCG+05-53-012', 'RX_J2242.6+2943']"
OK,UKS0242-724,UKS0242-724,UKS0242-724,UKS0242-724,UKS-0242-724,"['IRAS-S02428-7230', 'IRAS_F02428-7229']"
new,UM228,UM228,UM228,UM228,J002101.02+00524,"['PB5881', 'SDSSJ002101.03+005248.0']"
OK,UM428,UM428,UM428,UM428,UM428,"['CGCG011-096', 'CGCG1124.1-0125', 'SDSSJ112640.66-014137.6']"
OK,US136,US136,US136,PB03216,"HB89.1258+285,J130100.86+28194,QSO-1258+285","['CSO786', 'KUV12586+2836', 'PB3216']"
new,US143,US143,2E1259+2807,PB03223,HB89.1259+281,['PB3223']
OK,US1867,US1867,US1867,US1867,"Q0850+440,US1867",[]
new,US2450,US2450,US2450,US2450,"QSO-B1124+271,QSO1127+269","['PB2747', 'SDSSJ112736.38+265450.5']"
new,US2816,US2816,US2816,US2816,QSO-B1139+305,[]
new,US3472,US3472,SDSSJ025937.46+003736.3,PB06963,SDSSJ025937.46+0,"['FBQSJ0259+0037', 'PB6963', 'SDSSJ025937.46+003736.2']"
new,US645,US645,US645,US645,SDSSJ092909.79+4,[]
