AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
3C218,MCG-02-24-012,"('139.52375', '-12.09528')","('140.16404', '-12.60383')",368.622003374,2082.33,26.200001,16.77,12.19,0.076,43,x,x,x,x,IAB(s)m,0.006341,0.054,NP,[]
3C218,MCG-02-24-011,"('139.52375', '-12.09528')","('139.95266', '-12.25051')",208.340528311,2127.24,26.700001,13.2,10.87,0.1002,34,x,x,x,x,IB(s)m pec,0.006491,0.054,NP,[]
ESO265-G23,UMaDwarf,"('170.19958', '-43.26417')","('158.72', '51.92')",168.70053667,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.056,SP,[]
PG1011-040,UMaDwarf,"('153.58625', '-4.31083')","('158.72', '51.92')",99.422181358,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.058,SP,[]
PG1011-040,IC0600,"('153.58625', '-4.31083')","('154.29546', '-3.49778')",381.872384284,1547.08,20.299999,13.58,7.09,x,58,x,-99,x,.SBS8..,SB(s)dm,0.004353,0.058,SP,[]
RX_J1508.8+6814,UMaDwarf,"('227.22', '68.23528')","('158.72', '51.92')",62.450235918,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0586,SP,[]
IRAS_F21325-6237,UMaDwarf,"('324.09667', '-62.4')","('158.72', '51.92')",294.246878557,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0588,NP,[]
IRAS_F21325-6237,ESO107-G037,"('324.09667', '-62.4')","('323.94673', '-62.77729')",385.363782557,4087.21,57.56635638,21.59,17.06,0.131,37,161,x,29.4,x,SAB(rs)b:,0.01416,0.0588,NP,[]
MRK1298,UMaDwarf,"('172.31958', '-4.40222')","('158.72', '51.92')",101.362289682,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.06,PL,[]
MRK1502,UMaDwarf,"('13.39542', '12.69333')","('158.72', '51.92')",191.747260715,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0611,SP,[]
RBS144,UMaDwarf,"('15.11292', '-51.23194')","('158.72', '51.92')",277.830639216,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.062,SP,[]
MRK771,UMaDwarf,"('188.01542', '20.15806')","('158.72', '51.92')",68.9008955215,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.063,DG,[]
MRK771,HIPASSJ1231+20,"('188.01542', '20.15806')","('187.93542', '20.39111')",98.0665060081,1629.41,22.94939162,x,x,0.0001,x,x,x,x,x,x,0.004443,0.063,DG,[]
MRK771,NGC4529,"('188.01542', '20.15806')","('188.21519', '20.1835')",133.432568341,2833.52,40.400002,24.68,4.7,0.1663,79,x,x,x,x,Scd:,0.008459,0.063,DG,[]
MRK1513,UMaDwarf,"('323.11583', '10.13861')","('158.72', '51.92')",205.363410107,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.063,SP,[]
RX_J0503.1-6634,UMaDwarf,"('75.76667', '-66.56278')","('158.72', '51.92')",235.856109445,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.064,SP,[]
PG0844+349,UMaDwarf,"('131.92708', '34.75139')","('158.72', '51.92')",45.3130246841,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.064,SP,[]
PG0844+349,LEDA166095,"('131.92708', '34.75139')","('133.21167', '33.79778')",226.117332347,644.63,9.07935856,x,x,0.0012,x,x,x,x,x,dwarf Sph?,0.001544,0.064,SP,[]
PG0844+349,CG0222,"('131.92708', '34.75139')","('131.57902', '35.31596')",404.820538207,2603.96,36.6755403,x,x,0.0261,x,x,x,x,x,x,0.008102,0.064,SP,[]
PG0844+349,NGC2683,"('131.92708', '34.75139')","('133.1722', '33.42174')",299.017549421,592.76,10.182,22.7,9.08,0.9266,66,42,44,79.6,.SAT3..,SA(rs)b;LINER  Sy2,0.001371,0.064,SP,[]
PG0844+349,UGC04621,"('131.92708', '34.75139')","('132.5492', '35.0764')",369.41674621,2484.44,34.99216376,13.79,6.9,0.5503,60,145,140,87.4,.S?....,S?,0.007692,0.064,SP,[]
IRAS23365+3604,UMaDwarf,"('354.75542', '36.3525')","('158.72', '51.92')",159.74314567,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.064,DG,[]
PG1448+273,UMaDwarf,"('222.78667', '27.1575')","('158.72', '51.92')",93.7483592709,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.065,DG,[]
1H1613-097,UMaDwarf,"('243.82917', '-9.60361')","('158.72', '51.92')",166.685819522,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.065,PL,[]
MRK304,UMaDwarf,"('334.30083', '14.23917')","('158.72', '51.92')",200.48046098,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0658,SP,[]
MRK304,SDSSJ221627.42+140618.9,"('334.30083', '14.23917')","('334.11427', '14.10527')",411.7975669,7443.65,104.8401464,11.77,10.83,x,23,160,x,73.5,x,x,0.025571,0.0658,SP,[]
MRC2251-178,UMaDwarf,"('343.52458', '-17.58194')","('158.72', '51.92')",256.401392284,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0661,SP,[]
MRC2251-178,ESO603-IG023NED02,"('343.52458', '-17.58194')","('343.12154', '-17.1805')",410.866683619,3006.31,42.34236638,x,x,0.0267,x,x,x,x,x,x,0.010948,0.0661,SP,[]
MRC2251-178,MCG-03-58-009,"('343.52458', '-17.58194')","('343.42021', '-17.47889')",320.050993206,8753.81,128.0,67.89,35.3,1.0739,58,175,27,39.0,.S?....,Sc,0.030121,0.0661,SP,[]
MRC2251-178,HIPASSJ2254-18,"('343.52458', '-17.58194')","('343.6474', '-18.00054')",319.511724761,2990.54,42.12023615,16.78,10.07,0.1308,53,40,40,55.6,.IBS9..,IB(s)m,0.010898,0.0661,SP,[]
SBS1624+575,UMaDwarf,"('246.36042', '57.4575')","('158.72', '51.92')",83.5085039756,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.067,SP,[]
RBS563,UMaDwarf,"('69.62167', '-61.8')","('158.72', '51.92')",235.439761474,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.069,SP,[]
4C10.08,UMaDwarf,"('41.30625', '10.78972')","('158.72', '51.92')",171.979265211,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.07,SP,[]
4C10.08,HIPASSJ0237+12,"('41.30625', '10.78972')","('39.32771', '12.519')",468.562672438,733.94,10.33715351,x,x,x,x,x,x,x,x,x,0.003203,0.07,SP,[]
TON1187,UMaDwarf,"('153.26292', '35.85611')","('158.72', '51.92')",29.1326710842,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.07,SP,[]
TON1187,SDSSJ101307.71+360547.1,"('153.26292', '35.85611')","('153.28213', '36.09642')",282.402024216,4770.57,67.1910997,13.38,2.68,0.0021,78,125,x,58.7,x,x,0.015123,0.07,SP,[]
TON1187,SDSSJ101420.80+355236.4,"('153.26292', '35.85611')","('153.58667', '35.87679')",300.09026361,4638.6,65.33241201,12.37,3.22,x,74,156,x,70.5,x,x,0.01468,0.07,SP,[]
MRK205,UMaDwarf,"('185.43375', '75.31056')","('158.72', '51.92')",45.2919472186,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.0708,MS,[]
MRK205,NGC4319,"('185.43375', '75.31056')","('185.43279', '75.32258')",5.91725024121,1615.02,28.200001,24.61,18.87,0.0076,39,x,160,18.8,.SBR2..,SB(r)ab        AGN,0.004923,0.0708,MS,[]
MRK205,NGC4386,"('185.43375', '75.31056')","('186.11812', '75.52892')",133.738481119,1815.08,27.55,22.79,12.3,1.2858,57,140,135,78.5,.LX.0*.,SAB0^0^:,0.005594,0.0708,MS,[]
MRK205,NGC4291,"('185.43375', '75.31056')","('185.07583', '75.37083')",60.0255677977,1895.78,31.611,20.66,16.53,1.7377,36,110,110,13.6,.E.....,E3;Candidate   AGN,0.005861,0.0708,MS,[]
MRK205,NGC4331,"('185.43375', '75.31056')","('185.64983', '76.17247')",400.909649358,1704.07,26.6,15.63,3.13,0.0177,78,2,x,1.6,x,Im?,0.005234,0.0708,MS,[]
MRK205,UGC07226,"('185.43375', '75.31056')","('183.32667', '75.03444')",359.203841822,2412.24,33.97515919,14.38,13.66,0.2225,18,15,x,47.7,x,Sm,0.007579,0.0708,MS,[]
MRK205,NGC4159,"('185.43375', '75.31056')","('182.72342', '76.12586')",484.888036099,1871.12,26.3538323,12.7,3.81,0.2139,72,30,35,70.1,.S?....,Sdm            HII,0.005791,0.0708,MS,[]
MRK205,UGC07238,"('185.43375', '75.31056')","('183.47436', '74.50017')",431.154145732,1831.71,25.79872623,11.09,1.11,0.3254,84,47,x,15.5,x,Scd,0.005634,0.0708,MS,[]
MRK205,NGC4133,"('185.43375', '75.31056')","('182.20817', '74.90431')",340.289188376,1499.73,21.12299772,10.81,7.79,0.4155,43,155,125,88.6,.SX.3*.,SABb:,0.004533,0.0708,MS,[]
PKS2005-489,UMaDwarf,"('302.35583', '-48.83139')","('158.72', '51.92')",276.494024912,1312.99,0.101,x,x,0.0,x,x,x,x,x,dSph,0.003673,0.071,SP,[]
PKS2005-489,NGC6868:[CMI2006]f02-0516,"('302.35583', '-48.83139')","('302.195', '-48.36667')",107.635591258,918.46,12.93602333,x,x,0.0231,x,x,x,x,x,x,0.003509,0.071,SP,[]
PKS2005-489,NGC6868:[CMI2006]f01-0092,"('302.35583', '-48.83139')","('302.37333', '-48.39806')",275.663166738,2586.94,36.43576412,x,x,x,x,x,x,x,x,x,0.009076,0.071,SP,[]
PKS2005-489,NGC6868:[CMI2006]f01-0003,"('302.35583', '-48.83139')","('302.3425', '-48.39389')",281.51001471,2617.03,36.85957545,x,x,x,x,x,x,x,x,x,0.009176,0.071,SP,[]
PKS2005-489,ABELL3653:PRD215,"('302.35583', '-48.83139')","('298.8125', '-51.52256')",492.428873945,569.2,8.016880167,x,x,x,x,x,x,x,x,x,0.0023,0.071,SP,[]
PKS2005-489,NGC6868,"('302.35583', '-48.83139')","('302.47529', '-48.37956')",244.664843821,2719.61,30.562,31.12,24.89,0.2861,36,x,86,76.1,.E.2...,E2             LINER,0.00952,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
PKS2005-489,NGC6861,"('302.35583', '-48.83139')","('301.83117', '-48.37022')",320.30370972,2696.58,31.8,25.9,16.65,2.4344,50,x,140,3.2,.LAS-*.,SA(s)0-:,0.009437,0.071,SP,[]
PKS2005-489,NGC6861D,"('302.35583', '-48.83139')","('302.08117', '-48.21142')",400.323246865,2499.67,35.5,23.75,8.26,0.0681,69,x,154,9.7,.LAS-*.,SA(s)0-:,0.008783,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
PKS2005-489,2MFGC15350,"('302.35583', '-48.83139')","('302.39317', '-49.22147')",281.956287033,3157.61,41.333,21.04,7.57,0.3545,68,55,55,58.6,.S..2?/,Sab? sp,0.010978,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
PKS2005-489,IC4943,"('302.35583', '-48.83139')","('301.61775', '-48.37561')",429.488611883,2837.24,36.85,16.08,11.79,0.8219,42,x,38,84.8,.E...P*,E pec:,0.009904,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
PKS2005-489,2MASXJ20095889-4821262,"('302.35583', '-48.83139')","('302.49546', '-48.35731')",322.65039504,2717.53,38.27507751,13.88,12.21,0.6248,28,45,x,34.0,x,x,0.009513,0.071,SP,[]
PKS2005-489,NGC6861B,"('302.35583', '-48.83139')","('301.52263', '-48.47444')",455.030144976,2821.61,39.74099586,13.87,3.47,0.241,75,x,100,23.1,.LB0P?/,SB? sp,0.00985,0.071,SP,[]
PKS2005-489,NGC6861E,"('302.35583', '-48.83139')","('302.75633', '-48.69058')",185.651187181,2419.03,35.55,13.46,4.58,0.1955,70,40,39,21.9,.S..2*.,Sab:,0.008519,0.071,SP,[]
PKS2005-489,NGC6861C,"('302.35583', '-48.83139')","('301.67117', '-48.64978')",296.724881241,2480.3,34.9338152,13.16,2.37,0.1955,79,35,35,76.9,.L..P?/,S? sp,0.008713,0.071,SP,[]
PKS2005-489,NGC6861F,"('302.35583', '-48.83139')","('302.79917', '-48.27583')",306.046802752,3050.53,27.909,12.97,2.21,0.1042,80,86,86,58.3,.SB.8?/,SBdm? sp,0.010627,0.071,SP,[]
